timestamp,channel,log_listener,text,Log_file_original_line,Log_file_line_number,log_file
2026.01.15 21:21:50,combat,Ownda,626 from Upgraded Avenger - Grazes,[ 2026.01.15 21:21:50 ] (combat) 626 from Upgraded Avenger - Grazes,4192,20260115_202337_2059311182.txt
2026.01.15 21:21:50,combat,Ownda,1271 from Upgraded Avenger - Penetrates,[ 2026.01.15 21:21:50 ] (combat) 1271 from Upgraded Avenger - Penetrates,4193,20260115_202337_2059311182.txt
2026.01.15 21:21:50,combat,Ownda,21 from Emergent Sentinel - Hits,[ 2026.01.15 21:21:50 ] (combat) 21 from Emergent Sentinel - Hits,4198,20260115_202337_2059311182.txt
2026.01.15 21:21:51,combat,Ownda,12 from Emergent Sentinel - Grazes,[ 2026.01.15 21:21:51 ] (combat) 12 from Emergent Sentinel - Grazes,4203,20260115_202337_2059311182.txt
2026.01.15 21:21:54,combat,Ownda,22 from Emergent Sentinel - Hits,[ 2026.01.15 21:21:54 ] (combat) 22 from Emergent Sentinel - Hits,4205,20260115_202337_2059311182.txt
2026.01.15 21:21:54,combat,Ownda,25 from Emergent Sentinel - Penetrates,[ 2026.01.15 21:21:54 ] (combat) 25 from Emergent Sentinel - Penetrates,4207,20260115_202337_2059311182.txt
2026.01.15 21:21:55,combat,Ownda,564 from Upgraded Avenger - Grazes,[ 2026.01.15 21:21:55 ] (combat) 564 from Upgraded Avenger - Grazes,4211,20260115_202337_2059311182.txt
2026.01.15 21:21:55,combat,Ownda,1392 from Upgraded Avenger - Smashes,[ 2026.01.15 21:21:55 ] (combat) 1392 from Upgraded Avenger - Smashes,4212,20260115_202337_2059311182.txt
2026.01.15 21:21:55,combat,Ownda,725 from Upgraded Avenger - Glances Off,[ 2026.01.15 21:21:55 ] (combat) 725 from Upgraded Avenger - Glances Off,4213,20260115_202337_2059311182.txt
2026.01.15 21:21:55,combat,Ownda,31 from Emergent Sentinel - Smashes,[ 2026.01.15 21:21:55 ] (combat) 31 from Emergent Sentinel - Smashes,4214,20260115_202337_2059311182.txt
2026.01.15 21:21:59,combat,Ownda,34 from Emergent Sentinel - Smashes,[ 2026.01.15 21:21:59 ] (combat) 34 from Emergent Sentinel - Smashes,4224,20260115_202337_2059311182.txt
2026.01.15 21:22:00,combat,Ownda,17 from Emergent Sentinel - Glances Off,[ 2026.01.15 21:22:00 ] (combat) 17 from Emergent Sentinel - Glances Off,4225,20260115_202337_2059311182.txt
2026.01.15 21:22:02,combat,Ownda,1158 from Upgraded Avenger - Penetrates,[ 2026.01.15 21:22:02 ] (combat) 1158 from Upgraded Avenger - Penetrates,4229,20260115_202337_2059311182.txt
2026.01.15 21:22:02,combat,Ownda,1407 from Upgraded Avenger - Smashes,[ 2026.01.15 21:22:02 ] (combat) 1407 from Upgraded Avenger - Smashes,4230,20260115_202337_2059311182.txt
2026.01.15 21:22:02,combat,Ownda,1172 from Upgraded Avenger - Penetrates,[ 2026.01.15 21:22:02 ] (combat) 1172 from Upgraded Avenger - Penetrates,4231,20260115_202337_2059311182.txt
